msk_instl_loan_user,msk_other_lending_user,msk_ever_loan_user,msk_mth_since_last_limit_review,msk_unauth_over_card_limit,dummy_cus_key
N,N,0,47,0,A083894
N,N,0,0,1,A083895
N,Y,0,7,0,A083896
Y,N,1,28,0,A083897
N,N,1,51,0,A083898
N,N,0,46,0,A083899
N,N,0,48,0,A083900
N,N,0,4,0,A083901
N,N,1,7,0,A083902
N,N,0,57,0,A083903
N,N,1,9,1,A083904
N,Y,1,,0,A083905
N,N,0,2,0,A083906
N,N,0,66,0,A083907
N,N,0,41,0,A083908
N,N,0,34,0,A083909
N,Y,1,45,0,A083910
N,N,0,7,0,A083911
N,N,0,43,0,A083912
N,N,0,61,0,A083913
N,Y,1,0,1,A083914
N,N,0,5,0,A083915
N,N,0,31,0,A083916
Y,N,1,,1,A083917
N,N,1,108,0,A083918
N,N,0,123,0,A083919
N,N,0,139,0,A083920
N,Y,1,9,0,A083921
N,Y,1,7,1,A083922
Y,N,1,,0,A083923
N,N,0,0,0,A083924
N,N,0,44,0,A083925
N,N,0,35,0,A083926
N,N,0,7,0,A083927
N,N,0,2,1,A083928
N,N,0,0,0,A083929
N,N,0,47,0,A083930
N,N,0,0,0,A083931
N,N,0,15,0,A083932
N,N,0,18,0,A083933
N,N,0,28,0,A083934
N,N,0,7,0,A083935
N,N,0,118,0,A083936
N,N,0,0,0,A083937
N,N,0,35,0,A083938
N,N,0,56,0,A083939
N,N,0,6,0,A083940
N,N,0,42,0,A083941
N,Y,1,,1,A083942
N,N,0,22,0,A083943
N,N,0,28,0,A083944
N,N,0,70,0,A083945
N,N,1,10,0,A083946
N,Y,0,21,0,A083947
N,N,0,56,0,A083948
N,N,0,,0,A083949
N,N,0,46,0,A083950
N,N,0,17,0,A083951
N,N,0,58,0,A083952
N,N,0,19,0,A083953
N,N,0,45,0,A083954
N,N,0,184,0,A083955
N,N,0,79,0,A083956
N,N,0,25,0,A083957
N,Y,1,0,0,A083958
N,N,0,74,0,A083959
N,Y,1,72,0,A083960
N,Y,1,0,0,A083961
N,N,0,4,0,A083962
N,N,0,3,0,A083963
N,N,0,11,1,A083964
N,N,1,138,0,A083965
N,N,0,156,0,A083966
N,Y,1,0,0,A083967
N,Y,1,5,0,A083968
N,N,0,5,0,A083969
N,N,0,67,0,A083970
N,N,0,14,0,A083971
N,N,0,16,1,A083972
N,N,0,54,0,A083973
N,N,0,4,1,A083974
N,N,0,47,0,A083975
N,N,0,97,0,A083976
N,N,0,0,0,A083977
Y,N,1,95,0,A083978
N,N,0,16,0,A083979
N,N,0,83,1,A083980
N,Y,1,,0,A083981
N,N,0,50,0,A083982
N,Y,0,106,0,A083983
N,N,0,9,0,A083984
N,N,0,68,0,A083985
N,N,1,26,0,A083986
N,N,0,23,0,A083987
N,N,0,0,0,A083988
Y,N,1,3,0,A083989
N,N,0,52,0,A083990
N,N,0,16,0,A083991
N,Y,0,35,0,A083992
N,N,0,136,0,A083993
N,N,0,4,0,A083994
N,N,0,35,0,A083995
Y,N,1,18,0,A083996
N,N,0,20,0,A083997
N,Y,1,11,0,A083998
N,N,0,5,0,A083999
N,N,0,64,0,A084000
N,N,0,120,0,A084001
N,N,0,2,0,A084002
N,N,0,7,0,A084003
N,N,0,13,1,A084004
N,N,0,62,0,A084005
N,Y,0,16,0,A084006
N,N,0,16,1,A084007
N,N,0,5,1,A084008
N,N,0,1,0,A084009
N,N,0,157,0,A084010
N,N,0,28,0,A084011
N,N,0,10,0,A084012
N,N,0,27,0,A084013
N,Y,1,56,0,A084014
N,N,0,115,0,A084015
N,N,0,11,0,A084016
N,N,0,41,0,A084017
N,N,0,62,0,A084018
Y,N,1,41,0,A084019
Y,N,1,0,0,A084020
Y,N,1,4,1,A084021
N,Y,1,19,0,A084022
N,Y,1,81,0,A084023
N,N,0,22,0,A084024
N,N,0,8,0,A084025
N,Y,1,18,1,A084026
N,N,0,10,1,A084027
N,N,1,38,0,A084028
N,N,0,66,0,A084029
N,N,0,178,0,A084030
N,N,0,31,0,A084031
N,Y,1,31,0,A084032
N,N,0,20,0,A084033
N,N,0,142,0,A084034
N,N,0,18,0,A084035
N,N,1,56,1,A084036
N,Y,1,38,1,A084037
N,N,1,99,0,A084038
Y,N,1,6,0,A084039
Y,N,1,56,0,A084040
N,N,0,60,0,A084041
N,N,0,89,0,A084042
Y,N,1,,0,A084043
N,N,0,5,0,A084044
N,N,0,9,0,A084045
N,Y,1,2,0,A084046
N,N,0,87,0,A084047
N,N,0,36,0,A084048
N,N,0,100,0,A084049
N,Y,1,1,0,A084050
N,N,0,171,0,A084051
N,N,0,146,0,A084052
N,N,0,,1,A084053
N,N,0,0,1,A084054
N,N,0,11,0,A084055
N,N,0,17,0,A084056
N,Y,1,14,0,A084057
N,N,0,57,0,A084058
N,Y,1,,0,A084059
N,N,1,1,0,A084060
N,N,0,135,0,A084061
N,N,0,65,0,A084062
N,N,0,45,1,A084063
Y,N,1,,0,A084064
Y,N,1,1,1,A084065
N,Y,0,17,0,A084066
N,N,0,4,0,A084067
N,N,0,5,0,A084068
N,N,0,88,1,A084069
N,N,0,62,0,A084070
N,N,0,0,1,A084071
N,N,0,12,0,A084072
N,N,0,18,1,A084073
N,N,0,5,0,A084074
Y,N,1,,0,A084075
N,N,0,101,0,A084076
N,Y,0,0,0,A084077
N,N,1,3,0,A084078
N,N,0,84,0,A084079
N,N,0,68,0,A084080
N,N,1,3,1,A084081
N,N,1,8,0,A084082
N,Y,1,150,0,A084083
N,N,0,3,0,A084084
N,Y,1,,0,A084085
N,N,0,171,0,A084086
N,N,0,31,0,A084087
N,N,0,6,0,A084088
N,N,0,122,0,A084089
N,N,0,14,0,A084090
N,N,0,30,0,A084091
N,N,0,20,0,A084092
N,N,1,33,0,A084093
N,N,0,9,0,A084094
N,N,0,11,0,A084095
N,N,0,77,0,A084096
N,N,0,115,0,A084097
N,N,0,5,0,A084098
N,N,0,14,0,A084099
N,N,0,46,0,A084100
N,N,0,19,0,A084101
N,N,0,22,0,A084102
N,Y,0,20,1,A084103
N,N,0,60,0,A084104
N,N,0,20,0,A084105
Y,N,1,6,0,A084106
N,N,0,30,0,A084107
N,N,0,,0,A084108
N,N,0,11,0,A084109
N,N,0,45,0,A084110
N,N,0,24,0,A084111
N,N,1,4,1,A084112
N,N,0,1,0,A084113
N,N,0,46,0,A084114
N,N,0,35,0,A084115
N,N,0,46,1,A084116
N,N,0,94,0,A084117
N,N,0,20,0,A084118
N,N,0,131,0,A084119
N,N,0,43,0,A084120
N,N,0,113,0,A084121
N,N,0,19,0,A084122
Y,N,1,,0,A084123
Y,N,1,134,0,A084124
N,N,0,174,0,A084125
N,N,0,119,0,A084126
N,N,0,93,1,A084127
N,N,0,24,0,A084128
N,Y,1,,0,A084129
Y,N,1,,0,A084130
Y,N,1,12,1,A084131
N,N,0,1,0,A084132
N,N,0,74,1,A084133
N,N,0,175,0,A084134
N,N,0,114,0,A084135
N,N,0,1,0,A084136
Y,N,1,,0,A084137
N,N,0,0,0,A084138
N,N,0,33,1,A084139
N,N,0,19,0,A084140
N,N,0,2,0,A084141
N,N,1,13,0,A084142
N,N,0,33,0,A084143
N,N,0,6,1,A084144
N,N,0,20,0,A084145
Y,N,1,42,0,A084146
N,N,0,182,0,A084147
N,N,0,116,0,A084148
N,N,0,40,0,A084149
N,N,0,66,0,A084150
N,N,0,51,0,A084151
N,N,0,191,0,A084152
N,Y,1,23,0,A084153
N,N,0,6,0,A084154
N,Y,0,12,0,A084155
N,N,0,22,0,A084156
N,N,0,9,0,A084157
N,N,0,2,0,A084158
N,N,0,24,0,A084159
N,N,0,32,0,A084160
N,N,0,10,0,A084161
N,N,0,134,0,A084162
N,N,0,2,0,A084163
N,N,0,23,0,A084164
N,N,0,21,0,A084165
N,N,0,129,0,A084166
N,N,0,46,0,A084167
N,N,0,26,1,A084168
N,N,0,15,0,A084169
N,N,0,33,1,A084170
Y,N,1,51,0,A084171
N,N,0,168,0,A084172
N,N,0,82,0,A084173
N,N,0,54,0,A084174
N,N,0,62,0,A084175
N,Y,1,10,0,A084176
N,N,0,75,0,A084177
N,N,0,42,0,A084178
N,N,0,109,0,A084179
N,N,0,0,0,A084180
N,N,0,65,0,A084181
N,N,0,24,0,A084182
Y,N,1,,0,A084183
N,N,0,2,0,A084184
N,N,0,4,1,A084185
N,N,0,25,1,A084186
N,N,0,84,0,A084187
N,N,0,19,0,A084188
N,N,0,187,0,A084189
N,N,0,25,0,A084190
N,N,0,42,0,A084191
N,N,0,,0,A084192
N,N,0,26,0,A084193
N,N,0,11,0,A084194
N,N,0,8,0,A084195
N,N,0,16,0,A084196
N,Y,0,87,0,A084197
N,N,0,8,0,A084198
N,N,0,190,0,A084199
N,N,1,5,0,A084200
N,Y,1,47,0,A084201
N,N,0,8,0,A084202
N,N,0,18,0,A084203
N,N,0,10,1,A084204
N,N,0,20,0,A084205
N,N,0,160,0,A084206
N,N,0,13,0,A084207
N,N,0,19,0,A084208
Y,N,1,49,0,A084209
N,N,0,0,0,A084210
N,N,0,18,0,A084211
N,N,0,3,0,A084212
Y,N,1,121,1,A084213
N,N,0,118,1,A084214
N,N,0,81,1,A084215
N,N,0,98,0,A084216
N,N,0,101,0,A084217
N,N,0,19,0,A084218
N,N,0,89,0,A084219
N,N,0,23,0,A084220
N,N,0,19,0,A084221
N,N,0,1,0,A084222
N,N,0,4,0,A084223
N,N,1,6,0,A084224
N,N,0,7,0,A084225
N,N,0,129,0,A084226
N,Y,1,86,1,A084227
N,Y,1,38,0,A084228
N,N,0,26,0,A084229
N,N,0,16,0,A084230
N,Y,1,9,0,A084231
N,N,0,0,0,A084232
N,N,0,13,0,A084233
N,N,0,159,0,A084234
N,N,0,66,0,A084235
N,N,0,18,0,A084236
Y,N,1,,0,A084237
Y,N,1,19,0,A084238
Y,N,1,10,0,A084239
N,N,0,3,0,A084240
N,N,0,25,0,A084241
N,Y,1,9,1,A084242
N,N,0,66,0,A084243
N,N,0,96,0,A084244
N,N,0,106,0,A084245
N,N,0,97,0,A084246
N,N,0,9,0,A084247
N,N,0,19,0,A084248
N,N,0,0,0,A084249
N,N,0,10,0,A084250
N,N,0,9,0,A084251
N,N,0,27,0,A084252
N,N,0,,0,A084253
N,N,1,24,0,A084254
N,N,0,64,0,A084255
N,Y,1,59,0,A084256
N,N,0,0,1,A084257
N,N,0,44,0,A084258
N,N,1,9,0,A084259
N,Y,1,34,0,A084260
N,N,0,54,0,A084261
N,N,0,47,0,A084262
N,N,0,26,0,A084263
N,N,0,4,0,A084264
N,N,0,22,0,A084265
N,N,0,155,0,A084266
N,N,0,44,0,A084267
N,N,1,4,0,A084268
N,N,0,155,0,A084269
N,N,0,2,0,A084270
N,N,0,7,0,A084271
N,N,0,7,0,A084272
N,N,0,57,0,A084273
N,N,0,31,0,A084274
N,N,0,129,0,A084275
N,Y,0,40,0,A084276
N,N,0,179,0,A084277
N,N,0,15,0,A084278
N,N,0,85,0,A084279
N,N,0,58,0,A084280
N,Y,1,1,1,A084281
N,N,0,0,0,A084282
N,N,0,41,0,A084283
N,N,0,24,0,A084284
N,N,0,2,0,A084285
N,N,0,12,0,A084286
N,N,0,41,0,A084287
N,N,0,,0,A084288
N,N,0,9,1,A084289
N,N,0,72,0,A084290
N,N,0,7,0,A084291
N,N,0,12,1,A084292
N,N,0,14,0,A084293
N,N,0,5,0,A084294
N,N,0,16,0,A084295
N,N,1,10,0,A084296
N,N,0,17,0,A084297
N,N,0,30,0,A084298
N,N,0,1,0,A084299
N,N,0,19,0,A084300
N,N,0,49,0,A084301
Y,N,1,45,1,A084302
N,Y,0,26,0,A084303
N,N,0,173,0,A084304
N,N,0,78,0,A084305
N,N,0,115,0,A084306
N,N,0,6,0,A084307
N,N,0,71,0,A084308
N,N,0,8,0,A084309
Y,N,1,5,1,A084310
N,N,0,3,0,A084311
Y,N,1,,1,A084312
N,N,0,190,0,A084313
N,N,0,168,0,A084314
N,N,0,0,0,A084315
N,N,0,,0,A084316
N,N,0,17,0,A084317
N,N,0,3,0,A084318
N,N,0,18,0,A084319
N,Y,1,,1,A084320
N,N,0,44,0,A084321
N,N,0,63,1,A084322
N,Y,1,19,0,A084323
N,N,0,51,0,A084324
N,Y,1,,1,A084325
N,N,0,4,0,A084326
N,N,0,83,0,A084327
N,N,1,30,0,A084328
N,N,0,19,0,A084329
N,N,0,5,0,A084330
N,N,0,1,0,A084331
N,N,0,50,0,A084332
N,N,0,109,0,A084333
N,N,0,101,0,A084334
N,N,1,39,0,A084335
N,N,0,56,1,A084336
N,N,0,3,0,A084337
N,N,0,13,0,A084338
N,N,0,3,1,A084339
N,N,1,35,0,A084340
N,Y,1,89,0,A084341
N,N,0,83,0,A084342
N,N,0,4,0,A084343
N,N,0,45,0,A084344
N,N,0,12,0,A084345
N,N,0,67,0,A084346
N,N,0,,0,A084347
N,N,0,75,1,A084348
N,N,0,4,0,A084349
N,N,0,12,0,A084350
N,N,0,82,0,A084351
N,N,0,6,0,A084352
N,N,0,11,0,A084353
N,N,1,1,0,A084354
N,Y,1,13,0,A084355
N,N,1,196,0,A084356
N,N,0,44,0,A084357
N,N,0,56,0,A084358
Y,N,1,20,0,A084359
N,N,1,2,0,A084360
Y,N,1,,1,A084361
N,Y,0,47,0,A084362
Y,N,1,66,0,A084363
N,N,0,38,0,A084364
N,N,0,73,1,A084365
N,N,0,74,0,A084366
N,N,0,5,0,A084367
N,Y,1,11,1,A084368
N,N,1,1,0,A084369
N,N,0,2,0,A084370
N,N,0,41,0,A084371
N,N,0,19,1,A084372
N,N,0,22,0,A084373
N,N,0,164,0,A084374
N,N,0,20,0,A084375
N,N,0,50,0,A084376
N,N,0,84,0,A084377
N,N,0,115,0,A084378
N,N,0,22,0,A084379
N,N,0,171,0,A084380
Y,N,1,56,0,A084381
N,N,0,7,0,A084382
N,N,0,29,0,A084383
N,N,0,2,1,A084384
N,N,0,117,0,A084385
N,N,0,190,0,A084386
N,N,0,19,0,A084387
N,N,0,48,0,A084388
N,N,0,181,0,A084389
N,N,0,23,0,A084390
N,Y,1,14,0,A084391
N,N,0,6,0,A084392
N,N,0,18,0,A084393
N,N,0,20,1,A084394
N,N,0,0,0,A084395
N,N,0,4,0,A084396
N,N,0,5,0,A084397
N,N,0,6,1,A084398
N,N,0,51,0,A084399
N,N,0,19,0,A084400
Y,N,1,10,1,A084401
N,N,0,10,0,A084402
N,N,0,56,0,A084403
N,N,0,53,0,A084404
N,N,0,1,0,A084405
N,Y,1,88,0,A084406
N,N,0,56,1,A084407
N,N,0,15,0,A084408
N,N,0,4,0,A084409
N,Y,1,20,0,A084410
N,N,0,67,0,A084411
N,N,0,68,0,A084412
N,Y,1,0,0,A084413
Y,N,1,13,1,A084414
N,Y,1,,0,A084415
N,N,0,45,0,A084416
N,N,0,18,0,A084417
N,N,0,59,0,A084418
N,N,0,5,0,A084419
N,N,0,131,0,A084420
N,N,0,45,0,A084421
N,N,0,19,0,A084422
N,N,0,51,0,A084423
N,N,1,59,0,A084424
Y,N,1,25,1,A084425
N,Y,0,5,0,A084426
N,Y,1,43,0,A084427
N,N,0,9,0,A084428
N,N,0,114,0,A084429
N,Y,1,,0,A084430
N,N,0,12,0,A084431
N,N,1,42,0,A084432
N,N,0,10,0,A084433
N,N,1,56,0,A084434
N,Y,1,94,1,A084435
N,N,1,7,0,A084436
N,N,0,1,0,A084437
Y,N,1,,0,A084438
N,N,0,94,0,A084439
N,N,0,11,0,A084440
N,N,0,125,0,A084441
Y,N,1,33,0,A084442
N,N,0,46,0,A084443
N,N,0,186,0,A084444
N,N,0,63,0,A084445
Y,N,1,31,1,A084446
N,N,0,155,0,A084447
N,N,0,3,0,A084448
N,N,0,61,0,A084449
N,N,0,107,0,A084450
N,N,0,115,0,A084451
N,N,0,58,0,A084452
N,N,0,58,0,A084453
Y,N,1,9,0,A084454
N,N,0,9,0,A084455
N,N,0,27,0,A084456
N,N,0,21,0,A084457
N,Y,1,6,1,A084458
N,N,0,26,0,A084459
N,N,1,56,0,A084460
N,N,1,,0,A084461
N,N,0,9,1,A084462
N,N,0,18,0,A084463
N,Y,1,37,1,A084464
N,N,0,,1,A084465
N,N,0,1,0,A084466
N,N,0,19,0,A084467
N,Y,1,59,0,A084468
N,N,0,29,0,A084469
N,N,0,22,0,A084470
N,N,0,16,0,A084471
N,N,0,0,0,A084472
N,N,0,43,0,A084473
N,N,0,14,1,A084474
N,N,0,59,0,A084475
N,N,0,7,1,A084476
Y,N,1,,1,A084477
N,Y,1,7,1,A084478
N,N,0,21,0,A084479
N,N,0,74,0,A084480
N,N,0,51,0,A084481
N,N,0,11,0,A084482
N,N,0,23,0,A084483
N,N,0,47,0,A084484
N,N,1,19,0,A084485
N,Y,1,35,1,A084486
N,N,0,108,0,A084487
N,N,0,39,0,A084488
N,N,0,20,0,A084489
N,N,0,11,0,A084490
N,N,0,22,0,A084491
N,N,0,89,0,A084492
N,N,0,3,0,A084493
N,N,0,20,1,A084494
N,Y,1,1,0,A084495
N,N,0,165,0,A084496
N,N,0,24,0,A084497
N,N,0,157,0,A084498
N,N,0,47,0,A084499
N,N,0,,0,A084500
Y,N,1,1,0,A084501
Y,N,1,,1,A084502
N,N,0,18,0,A084503
N,N,0,130,0,A084504
N,Y,1,19,0,A084505
N,N,0,4,0,A084506
N,N,0,1,0,A084507
N,N,0,18,0,A084508
N,N,0,17,0,A084509
N,N,0,44,0,A084510
N,Y,1,2,1,A084511
N,N,0,12,1,A084512
N,N,0,19,0,A084513
N,N,0,,0,A084514
N,N,0,32,0,A084515
N,N,0,0,0,A084516
N,N,0,1,0,A084517
N,N,0,9,0,A084518
N,N,0,3,0,A084519
N,N,0,9,0,A084520
N,N,1,14,0,A084521
N,N,0,2,0,A084522
N,N,1,131,0,A084523
N,Y,1,12,0,A084524
N,N,0,5,0,A084525
N,N,0,12,0,A084526
N,N,1,1,0,A084527
N,N,0,22,0,A084528
N,N,0,4,0,A084529
N,N,0,159,0,A084530
N,Y,1,72,0,A084531
N,N,0,9,0,A084532
N,N,0,74,0,A084533
N,Y,1,54,0,A084534
N,N,0,15,0,A084535
N,N,0,19,0,A084536
N,N,0,19,0,A084537
N,N,0,15,0,A084538
N,N,0,24,0,A084539
N,Y,1,8,0,A084540
N,N,0,0,0,A084541
N,N,1,17,0,A084542
N,N,0,10,0,A084543
N,N,0,1,0,A084544
N,N,0,173,0,A084545
N,N,0,28,0,A084546
N,N,0,18,0,A084547
Y,N,1,,0,A084548
N,N,0,20,0,A084549
N,N,1,5,0,A084550
N,N,0,108,0,A084551
N,N,0,37,0,A084552
N,N,0,96,0,A084553
N,N,0,5,0,A084554
N,N,0,68,0,A084555
N,N,1,56,0,A084556
N,N,0,67,0,A084557
N,N,0,18,0,A084558
N,Y,1,1,0,A084559
N,N,0,43,0,A084560
N,N,0,14,0,A084561
N,N,0,70,0,A084562
N,N,0,19,0,A084563
N,N,0,27,1,A084564
N,N,0,3,0,A084565
N,N,0,133,0,A084566
Y,N,1,3,1,A084567
N,N,0,19,0,A084568
N,N,0,10,0,A084569
N,N,0,1,0,A084570
N,N,0,41,0,A084571
N,N,0,87,0,A084572
N,N,0,9,0,A084573
N,N,0,4,0,A084574
N,N,0,6,1,A084575
N,N,0,179,0,A084576
Y,N,1,42,1,A084577
N,N,0,46,0,A084578
N,N,0,192,0,A084579
N,Y,1,19,0,A084580
N,N,0,4,0,A084581
N,N,0,10,0,A084582
N,N,1,68,0,A084583
N,N,0,71,0,A084584
N,Y,1,10,1,A084585
N,N,0,14,0,A084586
N,N,0,10,0,A084587
N,N,0,38,0,A084588
Y,N,1,0,0,A084589
N,N,0,25,0,A084590
N,N,0,11,0,A084591
N,N,0,12,0,A084592
N,N,0,2,0,A084593
N,N,0,33,0,A084594
N,Y,1,74,1,A084595
N,N,0,18,0,A084596
N,N,1,10,0,A084597
N,N,0,60,1,A084598
N,N,0,2,0,A084599
N,N,0,137,0,A084600
N,Y,0,9,0,A084601
N,N,0,7,0,A084602
N,N,0,34,0,A084603
N,Y,0,139,1,A084604
N,Y,1,68,1,A084605
N,N,0,5,0,A084606
N,N,0,3,0,A084607
N,N,0,1,0,A084608
N,N,0,75,0,A084609
N,N,0,4,1,A084610
N,N,0,19,0,A084611
N,N,1,0,0,A084612
N,N,0,38,0,A084613
N,N,0,78,0,A084614
N,N,0,12,0,A084615
N,N,0,72,0,A084616
N,N,0,2,0,A084617
N,N,0,3,1,A084618
N,N,0,18,0,A084619
N,N,0,47,0,A084620
N,N,0,0,0,A084621
N,N,0,20,0,A084622
N,N,0,25,0,A084623
N,N,0,4,0,A084624
N,N,0,9,1,A084625
N,N,0,19,0,A084626
N,N,1,,0,A084627
N,N,0,70,0,A084628
N,N,0,118,0,A084629
N,N,0,56,0,A084630
N,N,0,20,0,A084631
N,N,0,11,0,A084632
N,N,0,7,0,A084633
N,Y,1,78,1,A084634
Y,N,1,21,1,A084635
N,Y,1,,0,A084636
N,N,0,64,1,A084637
N,Y,0,4,0,A084638
N,Y,1,38,0,A084639
N,N,0,13,0,A084640
N,N,0,51,0,A084641
N,N,0,9,0,A084642
N,N,0,1,0,A084643
N,N,0,7,0,A084644
N,N,0,11,0,A084645
N,N,0,16,0,A084646
N,N,0,46,0,A084647
N,N,0,180,0,A084648
N,N,0,32,0,A084649
N,N,0,1,0,A084650
N,Y,1,1,1,A084651
N,N,0,11,0,A084652
N,N,0,13,1,A084653
N,N,0,5,1,A084654
N,N,0,112,0,A084655
N,Y,1,0,0,A084656
Y,N,1,50,0,A084657
N,N,0,42,0,A084658
N,N,0,186,0,A084659
N,N,0,66,0,A084660
N,Y,0,154,0,A084661
N,N,0,66,0,A084662
N,N,0,99,0,A084663
N,N,0,8,0,A084664
Y,N,1,,0,A084665
N,N,0,91,0,A084666
N,N,0,5,0,A084667
N,N,0,99,0,A084668
N,Y,1,2,0,A084669
N,N,0,4,0,A084670
N,N,0,15,0,A084671
N,N,0,159,0,A084672
N,N,0,7,1,A084673
N,N,0,4,0,A084674
Y,N,1,,0,A084675
N,N,0,17,0,A084676
N,N,0,127,0,A084677
N,N,0,8,0,A084678
N,N,0,118,0,A084679
N,N,0,67,0,A084680
N,N,0,0,0,A084681
N,N,0,101,0,A084682
N,N,0,0,0,A084683
N,N,0,171,0,A084684
N,N,0,13,0,A084685
N,N,0,3,1,A084686
N,Y,1,64,0,A084687
N,N,0,25,0,A084688
N,N,0,30,0,A084689
N,N,0,184,0,A084690
N,N,0,80,0,A084691
N,N,0,30,0,A084692
N,N,0,22,0,A084693
N,N,0,63,0,A084694
N,N,0,11,0,A084695
N,N,0,16,0,A084696
N,Y,1,2,0,A084697
N,N,0,0,0,A084698
Y,N,1,26,0,A084699
N,N,0,190,0,A084700
N,N,0,49,0,A084701
N,N,0,37,0,A084702
N,N,0,52,0,A084703
N,N,0,44,0,A084704
N,N,0,0,0,A084705
N,N,0,13,0,A084706
N,N,0,39,1,A084707
N,N,0,,0,A084708
N,N,0,1,1,A084709
N,N,0,26,0,A084710
N,N,0,70,0,A084711
N,Y,1,,0,A084712
N,N,0,57,0,A084713
N,N,0,19,0,A084714
N,N,0,33,0,A084715
N,N,0,61,1,A084716
N,N,0,99,0,A084717
N,N,0,190,0,A084718
N,N,0,22,0,A084719
N,N,0,23,0,A084720
N,N,0,59,0,A084721
N,Y,1,31,1,A084722
N,N,0,5,0,A084723
N,N,0,66,0,A084724
N,N,0,68,0,A084725
N,N,0,87,0,A084726
N,N,0,11,0,A084727
N,N,0,177,0,A084728
N,N,0,3,0,A084729
N,N,0,34,0,A084730
N,N,0,10,0,A084731
N,N,0,,0,A084732
N,N,0,91,0,A084733
N,N,0,53,0,A084734
N,N,0,67,0,A084735
N,Y,1,12,1,A084736
N,N,0,11,0,A084737
Y,N,1,42,0,A084738
N,N,0,9,0,A084739
N,N,0,29,0,A084740
N,N,0,43,0,A084741
N,N,0,128,1,A084742
N,Y,1,60,0,A084743
N,Y,1,38,0,A084744
N,Y,0,,0,A084745
N,N,0,52,0,A084746
N,N,0,35,0,A084747
N,N,0,4,0,A084748
N,N,0,47,0,A084749
N,N,0,55,0,A084750
N,Y,1,44,0,A084751
N,N,1,2,0,A084752
Y,N,1,12,0,A084753
N,N,0,21,0,A084754
N,Y,1,1,0,A084755
N,N,0,127,0,A084756
N,N,0,31,0,A084757
N,Y,1,19,0,A084758
N,Y,1,58,0,A084759
N,N,0,1,1,A084760
N,N,0,5,0,A084761
Y,N,1,,0,A084762
N,N,0,146,0,A084763
N,N,0,69,0,A084764
N,N,0,16,0,A084765
Y,N,1,102,1,A084766
N,Y,1,62,0,A084767
N,N,0,87,0,A084768
N,Y,0,79,0,A084769
N,N,0,0,0,A084770
N,Y,1,56,0,A084771
N,N,0,74,0,A084772
N,N,0,5,0,A084773
N,N,0,102,0,A084774
N,N,0,137,0,A084775
N,N,0,5,0,A084776
N,N,1,12,0,A084777
N,N,0,10,0,A084778
N,N,0,78,0,A084779
N,N,0,10,0,A084780
N,N,0,57,0,A084781
N,Y,0,,0,A084782
N,N,0,30,0,A084783
N,N,0,1,0,A084784
N,Y,1,64,0,A084785
N,N,0,36,0,A084786
N,N,0,55,0,A084787
N,Y,1,135,0,A084788
N,N,0,,1,A084789
N,N,0,59,0,A084790
N,N,0,25,0,A084791
N,N,0,46,0,A084792
N,Y,1,,0,A084793
N,Y,1,17,1,A084794
N,Y,1,19,0,A084795
N,N,1,10,0,A084796
N,N,1,0,0,A084797
N,N,0,43,0,A084798
N,N,0,23,0,A084799
N,N,1,12,1,A084800
N,N,0,12,0,A084801
N,N,0,15,0,A084802
N,N,0,44,0,A084803
Y,N,1,,0,A084804
N,N,0,42,1,A084805
N,N,0,27,0,A084806
N,Y,1,62,0,A084807
N,N,0,21,0,A084808
N,N,0,12,0,A084809
N,N,0,95,0,A084810
N,N,0,31,0,A084811
N,N,0,,0,A084812
N,N,0,18,0,A084813
N,N,0,,0,A084814
N,N,0,3,0,A084815
Y,N,1,,0,A084816
N,N,0,108,0,A084817
N,N,0,1,0,A084818
N,N,0,,0,A084819
N,N,0,65,0,A084820
N,N,0,0,0,A084821
Y,N,1,13,0,A084822
N,N,0,108,0,A084823
Y,N,1,22,0,A084824
N,Y,1,41,1,A084825
N,Y,1,7,1,A084826
N,Y,1,,0,A084827
N,N,0,51,0,A084828
Y,N,1,158,0,A084829
N,N,0,100,0,A084830
N,N,0,50,0,A084831
N,N,0,4,0,A084832
N,N,0,3,1,A084833
N,N,0,6,0,A084834
N,N,0,,0,A084835
N,N,1,77,0,A084836
N,N,0,4,0,A084837
N,Y,1,61,1,A084838
N,N,0,28,0,A084839
N,Y,1,27,0,A084840
N,Y,1,14,1,A084841
N,N,0,10,0,A084842
N,N,0,99,0,A084843
N,N,0,9,0,A084844
N,Y,1,,0,A084845
N,N,1,10,1,A084846
N,N,0,,1,A084847
N,N,0,23,0,A084848
N,Y,1,,1,A084849
N,N,0,166,0,A084850
N,Y,1,134,0,A084851
N,N,0,18,0,A084852
N,N,0,99,0,A084853
N,N,0,101,0,A084854
N,N,0,93,0,A084855
N,Y,1,142,0,A084856
N,N,0,3,0,A084857
N,N,0,5,0,A084858
N,N,0,81,0,A084859
N,N,0,4,0,A084860
N,Y,0,2,0,A084861
Y,N,1,14,0,A084862
N,N,0,88,1,A084863
N,N,0,12,1,A084864
N,N,0,31,1,A084865
N,N,0,19,0,A084866
N,N,0,62,1,A084867
N,Y,1,,0,A084868
N,N,0,0,0,A084869
N,N,0,107,0,A084870
N,N,0,100,0,A084871
N,N,0,6,1,A084872
N,N,0,8,0,A084873
N,N,0,18,0,A084874
N,N,0,14,0,A084875
N,N,1,3,0,A084876
N,N,1,165,0,A084877
N,N,0,6,0,A084878
